2025-05-01 16:20,Deciphering of intra-tumoural heterogeneity and the interplay between metastasis-associated meta-program and myofibroblasts in gastric cancer.,"Wu X, Jin Z, Li B, Lu Y, Hou J, Yao L, Yu Z, Sang Q, Yu B, Li J, Li C, Yan C, Zhu Z, Tang K, Liu B, Su L.",MED,2025-05-01,,"Gastric cancer (GC) exhibits high heterogeneity that relies on the oncogenic properties of cancer cells and multicellular interactions in the tumour microenvironment. However, the heterogeneity of GC and their molecular characteristics are still largely unexplored.We employed single-cell and spatial transcriptomics to comprehensively map the intra-tumoural heterogeneity within GC. Additionally, in vitro experiments, clinical sample analyses, and patient-derived organoid models (PDOs) were conducted to validate the key interaction patterns between tumor cells and stromal cells.Seven robust meta-programs (MP1-MP7) in GC were defined with distinct biological significance and spatial distributions. MP3 and MP4 were intimately associated with distinct CD8 T cells skewed toward a cytotoxic or exhaustion state, while MP7, characterised by the highest degree of malignancy, harboured an immune lockdown microenvironment around it and spatially associated with myofibroblasts (myCAFs). Notably, we clarified the interplay between the MP7 and myCAFs, where MP7 induces the chemotactic migration of fibroblasts and promoting their transformation into myCAFs via GDF15/TGFBR2, and in turn, myCAFs-derived RSPO3 up-regulates EGR1 to promote the transformation to MP7 in GC cells and human PDOs. Ultimately, the accumulation of myCAFs around MP7 led to fewer infiltration of CD8 T cells, resulting an immune-deprived microenvironment and the diminished efficacy of immunotherapy. Additionally, based on the gene expression signatures of MP7 GC cells, we predicted specific drugs and verified more potent inhibitory effects of Taselisib and Lapatinib for MP7 GC cells than conventional drugs at the same concentration.Taken together, these results deepened the understanding of GC heterogeneity and paved the way for novel therapeutic strategies by targeting MP7 GC cells and their interaction loop with myCAFs in GC treatment.Seven robust meta-programs (MP1-MP7) were identified in gastric cancer. MP7 was strongly correlated with cancer metastasis and poor survival of gastric cancer patients. MP7 promoted fibroblast transformation into myCAFs via GDF15/TGFBR2, creating an immune lockdown microenvironment. MyCAFs induced MP7 transformation via the RSPO3/EGR1 pathway, promoting gastric cancer cell migration. Taselisib and Lapatinib were potent inhibitors of MP7 GC cells.",https://pubmed.ncbi.nlm.nih.gov/40292733/,"bioinformatics, genomics, pan-genomics, pan-transcriptomics"
2025-05-03 14:43,"Integrative multi-omics modelling for cultivated meat production, quality, and safety","Mathieu, T., Legare, S., Nzekoue, A. F., Jaure, N., Lester, H., Dias, T., Kusters, R.",bioRxiv,2025-05-01,,"Cell culture technology, which offers a promising solution for complementary food production, is slowly becoming a reality with the first wave of regulatory approvals in pioneering markets. However, significant challenges remain for large-scale cultivated meat commercialization, including effective scaling, cost efficiency, and product quality, but also scientific evidence to support regulatory approval and building consumer trust. In this paper, we discuss the potential of an integrative multi-omics approach to characterize and optimize cultivated meat production. By analyzing a network-based interactome model that integrates the transcriptomic, proteomic, and metabolomic layers, we achieve a system-level understanding of cellular metabolism and regulatory mechanisms. This approach can allow for precise monitoring and targeted interventions of critical quality and safety attributes associated with cellular biomass. We then describe a Target-Action-Metabolite (TAM) framework, which utilizes insights from the interactome to optimize cell culture conditions through actionable interventions. We illustrate the potential use of this framework through a case study involving Duck Embryonic Stem Cells (dESCs) for use in cell-cultured meat products, providing hypotheses for improving key metabolic pathways through targeted interventions on metabolites present in culture media. Finally, our paper highlights the potential of this interactome-based strategy to enhance bioprocess efficiency, improve product quality and ensure safety attributes, addressing regulatory challenges associated with cultivated meat production.",https://www.biorxiv.org/content/10.1101/2025.04.30.651459v1?rss=1,"bioinformatics, genomics"
2025-05-03 14:43,Evaluation of epistasis detection methods for quantitative phenotypes,"Listopad, S., Peng, Q., Renjith, G.",bioRxiv,2025-05-01,,"Background Epistasis, or genetic interaction, has been increasingly recognized for its ubiquity and for its role in susceptibility to common human diseases, such as Alzheimers. A wide variety of epistasis detection tools are currently available with several studies comparing the performance of methods suitable for case-control data. However, there is limited understanding of how well these tools perform with quantitative phenotypes. Methods We identified six epistasis detection methods suitable for quantitative phenotype data: EpiSNP, Matrix Epistasis, MIDESP, PLINK Epistasis, QMDR, and REMMA. To evaluate these tools, we generated simulated datasets using EpiGEN. The datasets modeled various pairwise interactions between disease-associated SNPs, including dominant, multiplicative, recessive, and XOR interactions. Additionally, we assessed the BOOST and MDR algorithms on discretized (case-control) version of the datasets. These tools were then tested on the Adolescent Brain Cognitive Development (ABCD) dataset for the externalizing behavior phenotype. Results Each tool exhibited strong performance for certain interaction types, but weaker performance for others. MDR achieved the highest overall detection rate of 60%, while EpiSNP had the lowest overall detection rate of 7%. MDR and MIDESP performed best at detecting multiplicative interactions with detection rates of 54% and 41% respectively. Both MDR and MIDESP were also effective at detecting XOR interactions with detection rates of 84% and 50% respectively. PLINK Epistasis, Matrix Epistasis, and REMMA excelled at detecting dominant interactions, all achieving a 100% detection rate. On the other hand, EpiSNP was particularly effective at detecting recessive interactions with a detection rate of 66%. When analyzing the ABCD dataset, Plink Epistasis and Plink BOOST identified SNPs within the DRD2 and DRD4 genes, which have been previously linked to externalizing behavior. Conclusion Since no single method consistently outperforms others across all types of epistasis, and given that the specific types of epistasis present in a dataset are often unknown, it may be more effective to use multiple epistasis detection algorithms in combination to obtain comprehensive results.",https://www.biorxiv.org/content/10.1101/2025.04.30.651312v1?rss=1,"bioinformatics, genomics"
2025-05-03 14:43,"From Pairwise Distances to Neighborhood Preservation: Benchmarking Dimensionality Reduction Algorithms for CyTOF, scRNA-seq, and CITE-seq","Bombina, P., Adams, Z. B., McGee, R. L., Coombes, K. R.",bioRxiv,2025-05-01,,"Dimensionality reduction algorithms are essential tools for visualizing high-dimensional biological data, such as single-cell transcriptomics, mass cytometry by time of flight, and cellular indexing of transcriptomes and epitopes. These algorithms map complex, high dimensional data into lower dimensions to reveal underlying structures and patterns. Despite the popularity of dimensionality reduction methods like t-SNE and UMAP, concerns have arisen regarding their ability to preserve critical aspects of high-dimensional data and their sensitivity to user-defined parameters. This study aims to evaluate the impact of extreme dimension reduction from hundreds or thousands of dimensions to just two dimensions, highlighting the resulting distortions to deeply understand their implications. Given the significance of dimensionality reduction in biological research, careful evaluation of these methods is necessary to ensure reliable and meaningful results. In this paper, we present a comprehensive evaluation of 16 dimensionality reduction methods. Our evaluation addresses several key factors, such as the preservation of pairwise distances and local neighborhood relationships between the original high-dimensional space and the low-dimensional projections.",https://www.biorxiv.org/content/10.1101/2025.04.28.651069v1?rss=1,"bioinformatics, genomics"
2025-05-03 14:43,iSHARC: Integrating scMultiome data for heterogeneity and regulatory analysis in cancer,"Zeng, Y., Bahl, S., Xu, X., Ci, X., Keshavarzian, T., Yang, L., Lee, H. S., Kossinna, P., Gaiti, F., Schwartz, G. W., He, H. H., Lupien, M.",bioRxiv,2025-05-01,,"The 10x Genomics single cell Multiome (scMultiome) assay enables the simultaneous profiling of chromatin accessibility and gene expression from the same nucleus, and has increasingly been utilized in revealing cellular heterogeneity and gene regulation in cancers. However, a dedicated bioinformatics pipeline specifically designed for this type of data is still lacking. Here we present iSHARC, a streamlined pipeline for quality control, modality integration, clustering, cell type annotation, and regulatory mechanism analysis of individual scMultiome data, as well as for integrating multiple samples. The main advantages of iSHARC are: 1) easy implementation, execution and extension through a modular Snakemake workflow management system; 2) flexible analysis and parameters customization via a single configuration file; and 3) comprehensive accessibility by providing different access points to results and detailed summary reports from a single run.",https://www.biorxiv.org/content/10.1101/2025.04.28.651068v1?rss=1,"bioinformatics, genomics"
2025-05-03 14:43,OmiXAI: An Ensemble XAI Pipeline for Interpretable Deep Learning in Omics Data,"Alaeva, A., Lapteva, A., Mikhaylovskaya, N., Malkov, V., Herbert, A., Borevskiy, A., Poptsova, M.",bioRxiv,2025-05-01,,"Deep learning methods have become methods of choice in the analysis of genomic data. The performance of deep learning models depends on the information available for training. A growing trend in deep learning applications involves leveraging multi-omics data spanning genomics, transcriptomics, epigenomics, proteomics, metabolomics, and other domains. When a deep learning model trained on omics data achieves high performance, the important question is to define factors that contribute to model predictive power. Explainable AI (XAI) methods can be categorized as model-aware and model-agnostic. Model-agnostic approaches, which rely on combinatorial feature perturbations to assess impact, are often computationally prohibitive for deep learning models. To address this, we developed OmiXAI, a pipeline integrating ensemble model-aware XAI methods. Our framework incorporates gradient-based techniques including Integrated Gradients, InputXGradients, Guided Backpropagation, and Deconvolution (for CNNs and GNNs) as well as Saliency Maps and GNNExplainer (specifically for GNNs). We evaluated OmiXAI on Z-DNA prediction using multi-omics features, demonstrating its efficacy through feature importance analysis and benchmarking of XAI methods. Notably, OmiXAI enabled feature engineering, reducing the critical feature set from almost 2,000 to just 50. Its modular design allows seamless integration of additional attribution methods, ensuring adaptability beyond omics to diverse problem domains. While testing the ensemble approach we benchmarked individual XAI methods and discuss their drawbacks and limitations. OmiXAI is freely available at https://github.com/aameliig/OmiXAI.",https://www.biorxiv.org/content/10.1101/2025.04.28.651097v1?rss=1,"bioinformatics, genomics"
2025-05-03 14:43,A Novel Multilayer Cultivation Strategy Improves Light Utilization and Fruit Quality in Plant Factories for Tomato Production,"Furuta, H., Qu, Y., Ishizuka, D., Kawabata, S., Sano, T., Yamori, W.",bioRxiv,2025-05-03,,"Plant factories using artificial lighting are a promising solution to food security and urban agricultural challenges. However, cultivation of fruit-bearing crops such as tomatoes remains limited due to their high light demands, long growth periods, and tall plant structure. In this study, we aimed to develop an efficient cultivation system for tomatoes in a multilayer plant factory. Mini-tomatoes were hydroponically cultivated using white LEDs in a five-tier shelf system under two different cultivation methods. The conventional I-shaped method involved vertical growth on the top tier with downward lighting, while the novel S-shaped method trained each plant horizontally across the 2nd to 4th tiers with lateral lighting on each level. The S-shaped method enabled even light distribution, resulting in consistent photosynthetic rates throughout the canopy. In contrast, the I-shaped method suffered from strong light attenuation in the lower tiers, leading to reduced photosynthetic efficiency in shaded parts. Although total yield did not differ significantly between the two methods, the S-shaped method promoted earlier fruit maturation and improved fruit quality, including higher sugar content. Compared with greenhouse cultivation, plant factory conditions ensured stable temperature and lighting, leading to compact plant morphology, shorter internodes, and higher SPAD values. Moreover, fruit quality was more consistent year-round, with higher lycopene and sugar contents. This study demonstrates that the S-shaped cultivation system offers significant advantages in light use efficiency, plant management, and fruit quality. It represents a scalable approach for enhancing tomato production in plant factories and may facilitate the introduction of other high-light-demanding fruit crops into vertical farming systems.",https://www.biorxiv.org/content/10.1101/2025.05.02.651818v1?rss=1,"bioinformatics, genomics, plant biology"
2025-05-03 14:43,"Analysis of leaf CO2 Assimilation, CO and CH4 Release Under Different Environmental Settings","Casanova, D., Bruhn, D., Mikkelsen, T.",bioRxiv,2025-05-03,,"Many studies have found plant leaves to be emitters of CO and CH4. Consensus indicates that CH4 emissions are stimulated by heat and UV, while CO release is additionally stimulated by visible light. The mechanisms producing these emissions are yet to be discovered. To get closer to finding these mechanisms, this study examined whether photosynthesis might influence CO and CH4 leaf emissions. Five plant species of different photosynthesis pathways were analysed for their photosynthesis performance, as well as CO and CH4 emissions under different temperatures and visible light intensities. Findings reveal CO release rates to be positively correlated with light intensity and temperature but suggest a separate dark metabolism. CH4 rates were independent of light intensity and temperature. Much lower CH4 release from excised leaves compared to their connected counterparts, indicates that such is dependent on stomatal opening, supporting the hypothesis that CH4 is dissolved in transpired water. CO release rates are similar between attached and detached leaves, suggesting that CO is produced at epidermal level. Photosynthesis appears to be unrelated to the release of either of these gases.",https://www.biorxiv.org/content/10.1101/2025.04.30.651537v1?rss=1,"bioinformatics, genomics, plant biology"
2025-05-03 14:43,"Effect of plant tissue culture parameters on the ploidy level of Physalis grisea, Solanum lycopersicum, and Solanum prinophyllum regenerants","Van Eck, J., Swartwood, K., Green, Y., Gentile, I., Lippman, Z. B.",bioRxiv,2025-05-03,,"Plants regenerated from seedling explants (hypocotyls and cotyledons) of the Solanaceae family members Physalis grisea (groundcherry), Solanum lycopersicum (tomato), and Solanum prinophyllum (forest nightshade) were used to determine the in vitro culture parameters that contribute to the incidence in polyploidization of tissue culture-derived plants (regenerants) from these species. We examined the possible effects of zeatin concentration in the plant regeneration medium, explant source, and species. Plants were grown to maturity under greenhouse conditions, pollen was collected and germinated. Flow cytometry analysis verified the utility of the pollen germination method for determining differences in ploidy, which was based on the number of pollen tubes produced with one tube representing diploid and two indicating polyploid. As for zeatin concentration, we assessed the effect of our standard method of initiation on medium containing 2 mg/l followed by 1 mg/l 2 weeks after culture initiation in comparison with 0.25, 0.5, and 1 mg/l throughout the culture lifetime. There were no major correlations for zeatin concentration on ploidy status across the species except for plants regenerated from S. lycopersicum hypocotyl explants where the percentage of polyploid regenerants increased with increasing concentrations. As for species and explant effects, P. grisea plants regenerated from hypocotyl explants had the highest percentage of polyploid plants at 81% compared to 43% and 35% for S. lycopersicum and S. prinophyllum, respectively. From cotyledons, 8% of S. lycopersicum and 20% of S. prinophyllum were polyploid. A comparison with P. grisea could not be made because cotyledon explants do not regenerate on zeatin-containing medium. The results indicated the incidence of polyploidization cannot be generalized for zeatin concentration, however, an influence of explant type and species was observed. Effects of increased ploidy on plant morphology were primarily larger flower and seed size; however, no significant differences were observed in plant or fruit size.",https://www.biorxiv.org/content/10.1101/2025.05.01.651681v1?rss=1,"bioinformatics, genomics, plant biology"
2025-05-03 14:43,"Genetic, epigenetic and metabolite variation in peripheral European Yew (Taxus baccata L.) populations at an unexplored part of the species natural distribution","Aravanopoulos, F. A., Dalmaris, E., Avramidou, E., Sarrou, E., Xanthopoulou, A., Multari, S., Martens, S.",bioRxiv,2025-05-03,,"Taxanes form effective anticancer agents, which are found in the leaves and barks of the yew tree (Taxus L.). Taxol(R) (also known as paclitaxel), 10-diacetylbacatin III, 10-deacetyltaxol III, baccatin III and cephalommanine are anti-neoplastic taxanes used for cancer treatment. Due to the high demand of taxanes, it is of great pharmaceutical interest to investigate unexplored to date population diversity. In this context, three peripheral Greek Taxus baccata L. populations (Mt Cholomon, Mt Olympus and Mt Vourinos) were investigated to identify the extent and structure of their genetic (based on microsatellite markers), epigenetic (based on methylation sensitive amplified markers) and chemodiversity (based on liquid chromatography mass spectrometry) profiles. Results showed that the concentration of taxanes varied considerably in relation to population and harvest season. The main taxane in T. baccata needles was 10-deacetylbacatin III (DAB), with concentrations ranging from 267.8 (Mt Vourinos) to 517.6 (Mt Olympus) mg kg-1 dw. Besides metabolite variation, notable levels of genetic diversity and significant population differentiation were revealed. These results, in conjunction to the high levels of total methylation found in all populations, indicate their potential adaptability under climatic change. The findings of this study pave the way for prospective breeding and conservation strategies of these important Taxus baccata L. populations for artificial selection of highly producing taxane trees and protection of local germplasm.",https://www.biorxiv.org/content/10.1101/2025.04.30.651400v1?rss=1,"bioinformatics, genomics, plant biology"
2025-05-03 14:43,Sustainable Edamame Production in an Artificial Light Plant Factory with Improved Yield and Quality,"Takano, T., Wakabayashi, Y., Wada, S., Sano, T., Kawabata, S., Yamori, W.",bioRxiv,2025-05-03,,"A plant factory utilizing artificial light is an innovative agricultural model that enables efficient and sustainable crop production. However, its application to a diverse range of crops remains limited. Edamame, a highly nutritious legume, has gained global popularity, yet its long-term storage is challenging due to quality deterioration, restricting its market distribution to seasonal availability. In this study, we successfully cultivated edamame using three hydroponic systems--nutrient film technique (NFT), rockwool, and aeroponics (mist culture)--within an LED plant factory. Among these, NFT demonstrated the highest fresh seed yield, which was comparable to or exceeded that of conventional field cultivation. The high yield was attributed to enhanced pod formation and biomass production under controlled conditions. Furthermore, although free amino acid content was lower in NFT cultivation, NFT-grown edamame exhibited significantly higher total sugar and isoflavone contents than field-grown counterparts, suggesting superior eating quality and nutritional benefits. These results indicate that NFT hydroponics is a promising method for stable, high-yield edamame production with enhanced nutritional properties. This study provides a foundation for expanding edamame cultivation in controlled environments, contributing to year-round supply and its potential application in urban and space agriculture.",https://www.biorxiv.org/content/10.1101/2025.05.01.651627v1?rss=1,"bioinformatics, genomics, plant biology"
2025-05-03 14:43,"Heterologous expression of the cyanobacterial fructose-1,6-/sedoheptulose-1,7-bisphosphatase in Chlamydomonas reinhardtii causes increased cell size and biomass productivity in mixotrophic conditions","Bussola, M., Perozeni, F., Meloni, M., Pivato, M., Zaffagnini, M., Ballottari, M.",bioRxiv,2025-05-03,,"The Calvin-Benson-Bassham (CBB) cycle is the metabolic pathway responsible for CO2 assimilation in oxygenic photosynthetic organisms. Two key rate-limiting steps in this cycle are catalyzed by the enzymes fructose-1,6-bisphosphatase (FBPase) and sedoheptulose-1,7-bisphosphatase (SBPase), making them promising targets for genetic enhancement to improve carbon fixation. A potential strategy involves overexpressing a cyanobacterial dual-function FBP/SBPase, which catalyzes both reactionsOverexpression of this enzyme in tobacco plants or in other plants led to an increase in growth rate and biomass accumulation. Here, the overexpression of the same enzyme was achieved in Chlamydomonas reinhardtii. The recombinant cyanobacterial FBP/SBPase isolated from C. reinhardtii exhibited the expected catalytic activity, being Mg2+ dependent and strongly activated in the presence of a reducing agent. The FBP/SBPase expressing lines exhibited an increased photosynthetic activity at the cell level and decreased production of singlet oxygen upon exposure to high irradiances, suggesting improved capacity to manage high excitation pressure of the photosynthetic apparatus. Increased cell volume was measured in FBP/SBPase-expressing lines under different growth conditions. However, increased growth and biomass productivity were observed only in mixotrophy when light and CO2 were limiting, leading to increased starch, protein, and lipid content on a cellular basis. This phenotype caused an increased sedimentation rate in the transformant lines: the expression of FBP/SBPase enzyme could thus be considered as a strategy to improve the cell harvesting process. These findings provide new insights into carbon metabolism in microalgae, and could, in the future, support improved biomass accumulation, paving the way for effective domestication and industrial use.",https://www.biorxiv.org/content/10.1101/2025.05.02.651950v1?rss=1,"bioinformatics, genomics, plant biology"
2025-05-03 14:43,How social and economic policies have affected the genome of mezcal agaves: the contrasting stories of Bacanora and Espadin,"Klimova, A., Gutierrez Rivera, J. N., Aguirre-Planter, E., Eguiarte, L. E.",bioRxiv,2025-05-03,,"Plant domestication in Mesoamerica gave the world crops of global significance, such as maize, beans, squashes, cocoa, and cotton. Additionally, it has introduced species of regional economic importance, which still display intermediate levels of domestication, including Agave, Opuntia, columnar cacti, Amaranthus, and various ornamental species. Agaves, in particular, hold immense cultural and economic significance in Mexico and play a crucial ecological role in wild plant communities. However, current agricultural practices have negatively impacted both wild populations of agave through overexploitation and habitat destruction, as well as cultivated plants by reducing available landraces and promoting the use of homogeneous plant material. Using genomic data (RADseq) and over 50,000 SNPs, we aimed to assess how local social and political decisions may have influenced genomic diversity and differentiation in intensively managed, clonally propagated Agave angustifolia (Espadin) in the state of Oaxaca, as well as in the cultivated A. angustifolia used to produce mezcal known as Bacanora in the state of Sonora and their wild counterparts from both regions. We found evidence suggesting that Espadin recently aroused through farmer selection of a clonal lineage with desirable mezcal production attributes (i.e., hybrid vigor), apparently from a cross between genetically distinct wild populations or by hybridization between wild and cultivated varieties. Espadin samples were represented by closely related heterozygous genotypes, with considerable genetic differentiation from wild plants. On the other hand, the genomic composition of cultivated Bacanora agave apparently was influenced by a recently lifted ban (in 1992) on its cultivation and distillation, which, along with the relatively lower popularity of this beverage, allowed cultivated Bacanora agave to maintain the genetic diversity found in wild populations of the regions. We found that social and political decisions may have important impacts on crop genomic diversity and differentiation.",https://www.biorxiv.org/content/10.1101/2025.04.30.651404v1?rss=1,"bioinformatics, genomics, plant biology"
2025-05-03 14:43,Vernalization regulatory network identifies potential novel functions for ZCCT genes within HvVRN2,"Montardit-Tarda, F., Puyo, I., Contreras-Moreira, B., Karsai, I., Borrill, P., Casas, A. M., Igartua, E.",bioRxiv,2025-05-03,,"Flowering is a key yield determinant, controlled by environmental and genetic factors. Vernalization requirement, a prolonged cold period to promote flowering, is determined in barley (Hordeum vulgare L.) by the allele in HvVRN1 and the presence of locus HvVRN2, which consists of two ZCCT genes: HvVRN2a and HvVRN2b. While the effect of HvVRN2 presence is well-known, its outcome on the transcriptome and other genes outside the flowering/vernalization pathway remains unknown. Near-isogenic lines with presence/absence of HvVRN2, were subjected to different lengths of vernalization treatments, identifying the expression dynamics of both HvVRN2 genes and wider transcriptional responses controlled by VRN2. Our work revealed previously unknown differences in expression levels of the two HvVRN2 genes, in responses to its main repressor, HvVRN1, and an effect on tillering. Besides, we shed new light on the repressing mechanism of VRN2 on flowering, using protein modelling. A regulatory network analysis pointed at new candidate genes for flowering regulation related to the vernalization pathway, and suggested additional biological roles for HvVRN2b. This study re-establishes HvVRN2 as a central gene for understanding barley responses to environmental cues, beyond its previously accepted simple role, and expands the catalogue of genes related to the vernalization pathway, which may be targeted in barley breeding.",https://www.biorxiv.org/content/10.1101/2025.04.29.651237v1?rss=1,"bioinformatics, genomics, plant biology"
2025-05-03 14:43,Identification of immune response genes of cassava during early phases of cassava brown streak virus infection,"Sheat, S., Winter, S., Lillenthal, J., Pucker, B.",bioRxiv,2025-05-03,,"Cassava brown streak disease (CBSD) caused by the ipomoviruses CBSV and UCBSV, poses a significant threat to cassava crops and the destruction of tuberous roots leads to substantial yield losses. Virus resistance identified in some South American cassava germplasm lines inhibits virus replication and movement and, is a complete immunity of some lines or, a restriction of the virus replication to phloem companion cells and root infection in others. To further explore the resistance responses and identify potential resistance genes, a time-course RNA-Seq study was conducted comparing gene ex-pression of a virus-susceptible cassava TMS 96/0304 with a cassava line restricting CBSV to the roots and a cassava DSC 167 (COL2182), immune to the virus. Differential gene expression patterns across leaves, stems, and roots revealed substantial differences between susceptible and resistant genotypes. Temporal analysis highlighted significant variations in the number of differentially expressed genes (DEGs), particularly in stem tissues at one day after inoculation (DAI), with notable overexpression observed in the resistant lines DSC 167 (436 DEGs) and DSC 260 (335 DEGs). In contrast, significant expression changes were noted only at 10 DAI in the virus infected TMS 96/0304 (737 DEGs). Several DEGs in resistant genotypes were associated with proteins involved in hormonal regulation, defense and immunity, transcriptional regulation, stress response, cell structure, and signal transduction. The analysis indicates that virus resistance in the studied lines is driven by early-stage regulation of genes for which specific functions remain to be elucidated.",https://www.biorxiv.org/content/10.1101/2025.04.29.651173v1?rss=1,"bioinformatics, genomics, plant biology"
2025-05-03 14:43,SNRK3.15 is a crucial component of the sulfur deprivation response in Arabidopsis thaliana,"Apodiakou, A., Heyneke, E., Alseekh, S., Pinsorn, P., Metzger, S., Kopriva, S., Schulze, W., Hoefgen, R., Whitcomb, S. J.",bioRxiv,2025-05-03,,"Sulfate deprivation (-S) results in numerous metabolic and phenotypic alterations in plants. Kinases are often key players in transducing nutrient status signals to molecular components involved in metabolic and developmental program regulation, but despite the physiological importance of sulfur, to date, no signaling kinases have been identified in sulfur-deficiency signaling response programs. Here we show that the serine/threonine protein kinase CIPK14/SNRK3.15 plays a regulatory role in the -S response in Arabidopsis thaliana seedlings. Multiple molecular and physiological responses to -S are attenuated in snrk3.15 mutants, including both early adaptive responses and later emergency salvage processes including nutrient deficiency induced senescence. When grown in soil with sufficient sulfur supply, snrk3.15 mutants showed no clear phenotypes, including no difference in seed sulfur content. Lastly, the proteome dataset generated from Col-0 and snrk3.15.1 Arabidopsis seedlings under -S conditions for this project is the first of its kind and will be a valuable research resource. Proteomics data are available via ProteomeXchange with identifier PXD046612.",https://www.biorxiv.org/content/10.1101/2025.04.29.651231v1?rss=1,"bioinformatics, genomics, plant biology"
2025-05-03 14:43,Modular Engineering of Thermo-Responsive Allosteric Proteins,"Hoffmann, K. H., Kroell, A.-S., Motzkus, N. A., Lemmen, N., Happ, N., Wolf, B., von Bachmann, A., Southern, N., Vogd, F., Aschenbrenner, S., Niopek, D., Mathony, J.",bioRxiv,2025-05-02,,"Thermogenetics enables non-invasive spatiotemporal control over protein activity in living cells and tissues, yet its applications have largely been restricted to transcriptional regulation and membrane recruitment. Here, we present a generalizable strategy for engineering thermosensitive allosteric proteins through the insertion of optimized Avena sativa LOV2 domain variants. Applying this approach to a diverse set of structurally and functionally unrelated proteins in Escherichia coli, we generated potent, thermo-switchable chimeric variants that can be tightly controlled within narrow temperature ranges (37-41{degrees}C). Extending this strategy to mammalian systems, we engineered the first CRISPR-Cas genome editors directly modulated by subtle temperature changes within the physiological range. Finally, we showcase the incorporation of a chemoreceptor domain as an alternative thermosensing module, suggesting thermo-sensitivity to be a widespread feature in receptor domains. This work expands the toolkit of thermogenetics, providing a blueprint for temperature-dependent control of virtually any protein of interest.",https://www.biorxiv.org/content/10.1101/2025.05.02.651844v1?rss=1,"bioinformatics, synthetic biology"
2025-05-03 14:43,The nanosd integral gene drive enables population modification of the malaria vector Anopheles gambiae,"Yen, P.-S., Verkuijl, S. A., Capriotti, P., Del Corsano, G., Hoermann, A., Inghilterra, M. G., Aramburu-Gonzalez, I., Kahn, M. A., Christophides, G. K., Vlachou, D., Windbichler, N.",bioRxiv,2025-05-02,,"The modification of mosquito populations at scale through CRISPR-Cas9-mediated homing gene drives is a promising route for malaria vector control. Integral gene drives (IGDs) are designed to utilize the regulatory sequences of endogenous genes to express only the minimal set of components required for gene drive. In this study, we describe the creation and characterization of the nanosd IGD targeting and inserted into the nanos gene of the malaria vector Anopheles gambiae and show that it achieves high rates of gene drive (97.7% in females, 99.0% in males). We find that homozygous nanosd females but not males show impaired fecundity, and a variable loss of ovary phenotype. Transcriptomic analysis of ovaries points to decreased transcript levels of the nanos gene when harbouring Cas9. As a minimal genetic modification, nanosd does not induce widespread transcriptomic perturbations, and its susceptibility to Plasmodium spp. and O'nyong nyong virus infection remains similar to wild-type mosquitoes. Importantly, we find that nanosd propagates efficiently in caged mosquito populations and is maintained as a source of Cas9 after the emergence of drive resistant alleles whilst also mobilising a non-autonomous antiparasitic effector modification. The nanosd gene drive shows promise as a genetic tool for malaria vector control via population modification, and we outline steps towards its further optimization.",https://www.biorxiv.org/content/10.1101/2025.05.02.651860v1?rss=1,"bioinformatics, synthetic biology"
2025-05-03 14:43,Escherichia coli with a 57-codon genetic code,"Robertson, W. E., Rehm, F. B. H., Spinck, M., Schumann, R. L., Tian, R., Liu, W., Gu, Y., Kleefeldt, A. A., Day, C. F., Liu, K. C., Christova, Y., Zurcher, J. F., Boege, F. L., Birnbaum, J., van Bijsterveldt, L., Chin, J. W.",bioRxiv,2025-05-02,,The near-universal genetic code of living organisms uses 64 codons to encode the 20 canonical amino acids in protein synthesis. Here we design and generate a variant of Escherichia coli with a 4 Mb synthetic genome in which we replace every known occurrence of six sense codons and a stop codon with synonymous codons. We thereby recode 105 codons to create an organism with a 57-codon genetic code; this organism - which we name Syn57 - uses 55 codons to encode the 20 canonical amino acids.,https://www.biorxiv.org/content/10.1101/2025.05.02.651837v1?rss=1,"bioinformatics, synthetic biology"
